time,signal,rx bitrate, tx bitrate,mcs_number_rx,mcs_number_tx,bandwidth_tx,bandwidth_rx,connections
1.475384491,-37dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
1.514885189,-39dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
1.519605936,-36dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,4
1.567533052,-36dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,4
1.615234694,-37dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,4
1.690802161,-35dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,4
1.721686521,-36dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,4
1.762540522,-35dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,4
1.770784509,-37dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,4
1.864186859,-37dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,4
1.961966055,-38dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,4
1.974932581,-39dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,4
2.010845968,-38dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
2.105457623,-38dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,4
2.14083098,-41dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,4
2.272191344,-36dBm,78.0_MBit/s_MCS_12_____,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,78,4
2.276608499,-36dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,4
2.281691652,-37dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,4
2.295428824,-38dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,4
2.33340001,-35dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,4
2.342061662,-34dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,4
2.350196231,-33dBm,39.0_MBit/s_MCS_10_____,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,39,4
2.39051039,-37dBm,52.0_MBit/s_MCS_11_____,104.0_MBit/s_MCS_13_____,11,13,104,52,4
2.408603309,-36dBm,52.0_MBit/s_MCS_11_____,104.0_MBit/s_MCS_13_____,11,13,104,52,4
2.438199529,-35dBm,39.0_MBit/s_MCS_10_____,104.0_MBit/s_MCS_13_____,10,13,104,39,4
2.521567718,-35dBm,52.0_MBit/s_MCS_11_____,104.0_MBit/s_MCS_13_____,11,13,104,52,4
2.57663864,-36dBm,78.0_MBit/s_MCS_12_____,104.0_MBit/s_MCS_13_____,12,13,104,78,4
2.603607052,-37dBm,78.0_MBit/s_MCS_12_____,104.0_MBit/s_MCS_13_____,12,13,104,78,4
2.620218818,-36dBm,78.0_MBit/s_MCS_12_____,117.0_MBit/s_MCS_14_____,12,14,117,78,4
2.624137103,-37dBm,78.0_MBit/s_MCS_12_____,117.0_MBit/s_MCS_14_____,12,14,117,78,4
2.632537986,-38dBm,78.0_MBit/s_MCS_12_____,117.0_MBit/s_MCS_14_____,12,14,117,78,4
2.644430652,-39dBm,78.0_MBit/s_MCS_12_____,117.0_MBit/s_MCS_14_____,12,14,117,78,4
2.730564565,-37dBm,104.0_MBit/s_MCS_13_____,117.0_MBit/s_MCS_14_____,13,14,117,104,4
2.735200154,-37dBm,117.0_MBit/s_MCS_14_____,117.0_MBit/s_MCS_14_____,14,14,117,117,4
2.739545418,-38dBm,117.0_MBit/s_MCS_14_____,117.0_MBit/s_MCS_14_____,14,14,117,117,4
2.741904749,-37dBm,130.0_MBit/s_MCS_15_____,117.0_MBit/s_MCS_14_____,15,14,117,130,4
2.759590087,-37dBm,130.0_MBit/s_MCS_14_short_GI___,117.0_MBit/s_MCS_14_____,14,14,117,130,4
2.799815609,-36dBm,130.0_MBit/s_MCS_14_short_GI___,117.0_MBit/s_MCS_14_____,14,14,117,130,4
2.803870857,-39dBm,144.4_MBit/s_MCS_15_short_GI___,117.0_MBit/s_MCS_14_____,15,14,117,144.4,4
2.808581039,-39dBm,130.0_MBit/s_MCS_14_short_GI___,117.0_MBit/s_MCS_14_____,14,14,117,130,4
2.817915992,-37dBm,115.6_MBit/s_MCS_13_short_GI___,117.0_MBit/s_MCS_14_____,13,14,117,115.6,4
2.826972046,-38dBm,115.6_MBit/s_MCS_13_short_GI___,117.0_MBit/s_MCS_14_____,13,14,117,115.6,4
2.831132665,-36dBm,86.7_MBit/s_MCS_12_short_GI___,117.0_MBit/s_MCS_14_____,12,14,117,86.7,4
2.84000045,-38dBm,86.7_MBit/s_MCS_12_short_GI___,117.0_MBit/s_MCS_14_____,12,14,117,86.7,4
2.849545365,-37dBm,86.7_MBit/s_MCS_12_short_GI___,117.0_MBit/s_MCS_14_____,12,14,117,86.7,4
2.868522816,-39dBm,57.8_MBit/s_MCS_11_short_GI___,117.0_MBit/s_MCS_14_____,11,14,117,57.8,4
2.930823332,-36dBm,115.6_MBit/s_MCS_13_short_GI___,117.0_MBit/s_MCS_14_____,13,14,117,115.6,4
3.032476042,-39dBm,86.7_MBit/s_MCS_12_short_GI___,117.0_MBit/s_MCS_14_____,12,14,117,86.7,4
3.060387539,-37dBm,57.8_MBit/s_MCS_11_short_GI___,117.0_MBit/s_MCS_14_____,11,14,117,57.8,4
3.092866181,-36dBm,57.8_MBit/s_MCS_11_short_GI___,117.0_MBit/s_MCS_14_____,11,14,117,57.8,4
3.098116503,-36dBm,43.3_MBit/s_MCS_10_short_GI___,117.0_MBit/s_MCS_14_____,10,14,117,43.3,4
3.109116656,-36dBm,28.9_MBit/s_MCS_9_short_GI___,117.0_MBit/s_MCS_14_____,9,14,117,28.9,4
3.124883019,-35dBm,28.9_MBit/s_MCS_9_short_GI___,117.0_MBit/s_MCS_14_____,9,14,117,28.9,4
3.1330001,-38dBm,14.4_MBit/s_MCS_8_short_GI___,117.0_MBit/s_MCS_14_____,8,14,117,14.4,4
3.136912249,-39dBm,14.4_MBit/s_MCS_8_short_GI___,117.0_MBit/s_MCS_14_____,8,14,117,14.4,4
3.142644961,-37dBm,14.4_MBit/s_MCS_8_short_GI___,117.0_MBit/s_MCS_14_____,8,14,117,14.4,4
3.157590716,-40dBm,14.4_MBit/s_MCS_8_short_GI___,117.0_MBit/s_MCS_14_____,8,14,117,14.4,4
3.205718146,-37dBm,43.3_MBit/s_MCS_10_short_GI___,117.0_MBit/s_MCS_14_____,10,14,117,43.3,4
3.242776278,-39dBm,28.9_MBit/s_MCS_9_short_GI___,117.0_MBit/s_MCS_14_____,9,14,117,28.9,4
3.246546385,-37dBm,28.9_MBit/s_MCS_9_short_GI___,117.0_MBit/s_MCS_14_____,9,14,117,28.9,4
3.253806653,-38dBm,28.9_MBit/s_MCS_9_short_GI___,117.0_MBit/s_MCS_14_____,9,14,117,28.9,4
3.366987174,-36dBm,14.4_MBit/s_MCS_8_short_GI___,117.0_MBit/s_MCS_14_____,8,14,117,14.4,4
3.765051475,-37dBm,43.3_MBit/s_MCS_4_short_GI___,117.0_MBit/s_MCS_14_____,4,14,117,43.3,4
3.819370407,-46dBm,54.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,54,4
3.841073698,-45dBm,54.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,54,4
4.070644763,-36dBm,28.9_MBit/s_MCS_9_short_GI___,130.0_MBit/s_MCS_15_____,9,15,130,28.9,4
4.082277651,-37dBm,14.4_MBit/s_MCS_8_short_GI___,130.0_MBit/s_MCS_15_____,8,15,130,14.4,4
4.11550776,-35dBm,28.9_MBit/s_MCS_9_short_GI___,130.0_MBit/s_MCS_15_____,9,15,130,28.9,4
4.12916534,-36dBm,14.4_MBit/s_MCS_8_short_GI___,130.0_MBit/s_MCS_15_____,8,15,130,14.4,4
4.147591272,-37dBm,28.9_MBit/s_MCS_9_short_GI___,130.0_MBit/s_MCS_15_____,9,15,130,28.9,4
5.196455318,-38dBm,14.4_MBit/s_MCS_8_short_GI___,130.0_MBit/s_MCS_15_____,8,15,130,14.4,4
5.575336465,-36dBm,43.3_MBit/s_MCS_10_short_GI___,130.0_MBit/s_MCS_15_____,10,15,130,43.3,4
5.580958806,-37dBm,43.3_MBit/s_MCS_10_short_GI___,130.0_MBit/s_MCS_15_____,10,15,130,43.3,4
5.59397608,-36dBm,43.3_MBit/s_MCS_4_short_GI___,130.0_MBit/s_MCS_15_____,4,15,130,43.3,4
5.606076091,-36dBm,57.8_MBit/s_MCS_5_short_GI___,130.0_MBit/s_MCS_15_____,5,15,130,57.8,4
5.62795512,-37dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_15_____,6,15,130,65,4
5.645016028,-39dBm,28.9_MBit/s_MCS_9_short_GI___,130.0_MBit/s_MCS_15_____,9,15,130,28.9,4
5.648264341,-36dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_15_____,7,15,130,72.2,4
5.650304865,-39dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_15_____,7,15,130,72.2,4
5.653941952,-37dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_15_____,7,15,130,72.2,4
5.703082744,-42dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_15_____,7,15,130,72.2,4
5.707105936,-41dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_15_____,6,15,130,65,4
5.715711963,-36dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_15_____,6,15,130,65,4
5.794639164,-38dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_15_____,7,15,130,72.2,4
6.330010231,-36dBm,65.0_MBit/s_MCS_6_short_GI___,117.0_MBit/s_MCS_14_____,6,14,117,65,4
6.335551752,-37dBm,65.0_MBit/s_MCS_6_short_GI___,117.0_MBit/s_MCS_14_____,6,14,117,65,4
6.479800211,-38dBm,65.0_MBit/s_MCS_6_short_GI___,117.0_MBit/s_MCS_14_____,6,14,117,65,4
6.494310988,-37dBm,57.8_MBit/s_MCS_5_short_GI___,117.0_MBit/s_MCS_14_____,5,14,117,57.8,4
6.499128711,-36dBm,57.8_MBit/s_MCS_5_short_GI___,117.0_MBit/s_MCS_14_____,5,14,117,57.8,4
6.69636661,-35dBm,57.8_MBit/s_MCS_5_short_GI___,117.0_MBit/s_MCS_14_____,5,14,117,57.8,4
6.903916413,-35dBm,65.0_MBit/s_MCS_6_short_GI___,117.0_MBit/s_MCS_14_____,6,14,117,65,4
7.141071911,-34dBm,57.8_MBit/s_MCS_5_short_GI___,117.0_MBit/s_MCS_14_____,5,14,117,57.8,4
7.16144303,-36dBm,72.2_MBit/s_MCS_7_short_GI___,117.0_MBit/s_MCS_14_____,7,14,117,72.2,4
7.18686811,-35dBm,72.2_MBit/s_MCS_7_short_GI___,117.0_MBit/s_MCS_14_____,7,14,117,72.2,4
9.744496527,-39dBm,72.2_MBit/s_MCS_7_short_GI___,117.0_MBit/s_MCS_14_____,7,14,117,72.2,4
15.279636618,-37dBm,72.2_MBit/s_MCS_7_short_GI___,117.0_MBit/s_MCS_14_____,7,14,117,72.2,4
15.28719696,-37dBm,1.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,1,4
15.301844069,-32dBm,1.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,1,4
15.340462065,-38dBm,1.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,1,4
15.372495457,-31dBm,1.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,1,4
15.433815523,-38dBm,2.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,2,4
15.449721864,-33dBm,2.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,2,4
15.456189152,-34dBm,2.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,2,4
15.493773934,-32dBm,2.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,2,4
15.535658799,-39dBm,2.0_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,2,4
15.53815694,-32dBm,5.5_MBit/s_______,117.0_MBit/s_MCS_14_____,,14,117,5.5,4
15.643179553,-32dBm,5.5_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,5.5,4
15.646378147,-39dBm,5.5_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,5.5,4
15.65562693,-32dBm,11.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,11,4
15.676643296,-39dBm,11.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,11,4
15.76121462,-32dBm,12.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,12,4
15.797808207,-35dBm,12.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,12,4
15.80985957,-42dBm,12.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,12,4
15.812817022,-42dBm,11.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,11,4
15.84469179,-38dBm,11.0_MBit/s_______,130.0_MBit/s_MCS_15_____,,15,130,11,4
16.216279193,-32dBm,13.0_MBit/s_MCS_1_____,130.0_MBit/s_MCS_15_____,1,15,130,13,4
16.222829261,-36dBm,13.0_MBit/s_MCS_1_____,130.0_MBit/s_MCS_15_____,1,15,130,13,4
16.498955903,-37dBm,19.5_MBit/s_MCS_2_____,130.0_MBit/s_MCS_15_____,2,15,130,19.5,4
16.503497681,-35dBm,19.5_MBit/s_MCS_2_____,130.0_MBit/s_MCS_15_____,2,15,130,19.5,4
16.513963031,-37dBm,26.0_MBit/s_MCS_3_____,130.0_MBit/s_MCS_15_____,3,15,130,26,4
16.518242539,-36dBm,26.0_MBit/s_MCS_3_____,130.0_MBit/s_MCS_15_____,3,15,130,26,4
16.553906323,-37dBm,39.0_MBit/s_MCS_4_____,130.0_MBit/s_MCS_15_____,4,15,130,39,4
16.579760508,-36dBm,52.0_MBit/s_MCS_5_____,130.0_MBit/s_MCS_15_____,5,15,130,52,4
16.608623471,-37dBm,52.0_MBit/s_MCS_5_____,130.0_MBit/s_MCS_15_____,5,15,130,52,4
16.670102342,-36dBm,58.5_MBit/s_MCS_6_____,130.0_MBit/s_MCS_15_____,6,15,130,58.5,4
16.6948335,-37dBm,58.5_MBit/s_MCS_6_____,130.0_MBit/s_MCS_15_____,6,15,130,58.5,4
16.705646321,-37dBm,65.0_MBit/s_MCS_7_____,130.0_MBit/s_MCS_15_____,7,15,130,65,4
16.708456589,-39dBm,65.0_MBit/s_MCS_7_____,130.0_MBit/s_MCS_15_____,7,15,130,65,4
16.746005559,-36dBm,78.0_MBit/s_MCS_12_____,130.0_MBit/s_MCS_15_____,12,15,130,78,4
16.844452083,-35dBm,78.0_MBit/s_MCS_12_____,130.0_MBit/s_MCS_15_____,12,15,130,78,4
16.855532738,-35dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_15_____,13,15,130,104,4
16.872348853,-36dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_15_____,13,15,130,104,4
16.874990905,-36dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_15_____,14,15,130,117,4
16.886498844,-37dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_15_____,14,15,130,117,4
16.891975763,-38dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
16.965220512,-36dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_15_____,15,15,130,144.4,4
16.968761802,-38dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_15_____,15,15,130,144.4,4
17.036907412,-37dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
18.00185743,-38dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_15_____,14,15,130,117,4
20.611442851,-36dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
22.186083718,-37dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_15_____,15,15,130,144.4,4
22.300685805,-35dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_15_____,14,15,130,117,4
22.331050195,-41dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
22.402490303,-41dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_15_____,14,15,130,117,4
22.412757213,-39dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_15_____,13,15,130,104,4
22.507554231,-41dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_15_____,13,15,130,104,4
26.012789792,-34dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_15_____,13,15,130,104,4
27.02103385,-35dBm,52.0_MBit/s_MCS_11_____,130.0_MBit/s_MCS_15_____,11,15,130,52,4
27.488384723,-40dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
27.539314986,-40dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_15_____,14,15,130,117,4
28.212214899,-36dBm,117.0_MBit/s_MCS_14_____,117.0_MBit/s_MCS_14_____,14,14,117,117,4
28.230532372,-36dBm,130.0_MBit/s_MCS_15_____,117.0_MBit/s_MCS_14_____,15,14,117,130,4
28.239258276,-38dBm,130.0_MBit/s_MCS_15_____,117.0_MBit/s_MCS_14_____,15,14,117,130,4
28.33679778,-35dBm,117.0_MBit/s_MCS_14_____,117.0_MBit/s_MCS_14_____,14,14,117,117,4
28.483781138,-35dBm,104.0_MBit/s_MCS_13_____,117.0_MBit/s_MCS_14_____,13,14,117,104,4
29.518520204,-39dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
29.896163467,-35dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_15_____,15,15,130,130,4
30.351330782,-37dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_14_short_GI___,15,14,130,130,4
30.378447883,-36dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_14_short_GI___,15,14,130,130,4
30.43027669,-37dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_14_short_GI___,14,14,130,117,4
30.433044412,-35dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_14_short_GI___,14,14,130,117,4
30.57400065,-35dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_14_short_GI___,15,14,130,130,4
30.794599124,-38dBm,130.0_MBit/s_MCS_15_____,130.0_MBit/s_MCS_14_short_GI___,15,14,130,130,4
30.837309612,-36dBm,117.0_MBit/s_MCS_14_____,130.0_MBit/s_MCS_14_short_GI___,14,14,130,117,4
31.221542746,-36dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_14_short_GI___,13,14,130,104,4
31.224291142,-35dBm,104.0_MBit/s_MCS_13_____,130.0_MBit/s_MCS_14_short_GI___,13,14,130,104,4
31.506145494,-35dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,4
31.571779756,-36dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,4
31.748793213,-35dBm,104.0_MBit/s_MCS_13_____,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,104,4
32.351720046,-35dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,4
32.377473375,-36dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
32.425105955,-41dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
32.494484358,-37dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
32.500384985,-36dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
32.643656243,-35dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,4
33.08031506,-35dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,4
33.704074755,-36dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,4
33.707006789,-37dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,4
33.844990125,-36dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,4
33.848873108,-36dBm,86.7_MBit/s_MCS_12_short_GI___,130.0_MBit/s_MCS_14_short_GI___,12,14,130,86.7,4
33.913065372,-36dBm,57.8_MBit/s_MCS_11_short_GI___,130.0_MBit/s_MCS_14_short_GI___,11,14,130,57.8,4
33.923279078,-37dBm,57.8_MBit/s_MCS_5_short_GI___,130.0_MBit/s_MCS_14_short_GI___,5,14,130,57.8,4
33.927808003,-37dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_14_short_GI___,6,14,130,65,4
33.939475413,-37dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_14_short_GI___,7,14,130,72.2,4
33.944382791,-38dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_14_short_GI___,6,14,130,65,4
33.949241271,-39dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_14_short_GI___,6,14,130,65,4
33.97689296,-37dBm,58.5_MBit/s_MCS_6_____,130.0_MBit/s_MCS_14_short_GI___,6,14,130,58.5,4
34.093347649,-39dBm,57.8_MBit/s_MCS_5_short_GI___,130.0_MBit/s_MCS_14_short_GI___,5,14,130,57.8,4
34.193209558,-38dBm,57.8_MBit/s_MCS_5_short_GI___,130.0_MBit/s_MCS_14_short_GI___,5,14,130,57.8,4
34.288773604,-37dBm,43.3_MBit/s_MCS_4_short_GI___,130.0_MBit/s_MCS_14_short_GI___,4,14,130,43.3,4
34.460875112,-36dBm,43.3_MBit/s_MCS_4_short_GI___,130.0_MBit/s_MCS_14_short_GI___,4,14,130,43.3,4
34.503636262,-36dBm,57.8_MBit/s_MCS_5_short_GI___,130.0_MBit/s_MCS_14_short_GI___,5,14,130,57.8,4
34.932834939,-36dBm,65.0_MBit/s_MCS_6_short_GI___,130.0_MBit/s_MCS_14_short_GI___,6,14,130,65,4
35.287624416,-39dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_14_short_GI___,7,14,130,72.2,4
35.297462893,-38dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_14_short_GI___,7,14,130,72.2,4
35.355490889,-42dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_14_short_GI___,7,14,130,72.2,4
35.366125331,-44dBm,72.2_MBit/s_MCS_7_short_GI___,130.0_MBit/s_MCS_14_short_GI___,7,14,130,72.2,4
35.736383817,-37dBm,86.7_MBit/s_MCS_12_short_GI___,130.0_MBit/s_MCS_14_short_GI___,12,14,130,86.7,4
35.775307241,-37dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,4
35.820361046,-38dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,4
35.823695552,-39dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
35.893412705,-39dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,4
35.93988425,-40dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
36.013713069,-39dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,4
36.496809352,-38dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,4
36.502083611,-38dBm,86.7_MBit/s_MCS_12_short_GI___,130.0_MBit/s_MCS_14_short_GI___,12,14,130,86.7,4
41.799231955,-39dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,4
42.210638533,-39dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,4
42.308218043,-40dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,4
42.495909404,-38dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,4
42.648209664,-37dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,4
42.773761041,-40dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,4
42.781409632,-40dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
42.867342405,-42dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
43.479577873,-43dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,4
46.37745437,-40dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,4
47.323201761,-38dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,4
47.805827226,-35dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,4
47.811560783,-38dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
47.90675538,-43dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
47.91813731,-41dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,4
51.867077422,-40dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,4
52.904781587,-39dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,4
