time,signal,rx bitrate, tx bitrate,mcs_number_rx,mcs_number_tx,bandwidth_tx,bandwidth_rx,connections
1.114662775,-34dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
1.124567584,-35dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
1.141640814,-34dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
1.149112981,-36dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
1.247226932,-32dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
2.279140137,-34dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,8
2.433132972,-33dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,8
6.744322997,-37dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
6.755603585,-41dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
6.795096874,-43dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
8.697193386,-38dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
8.731667162,-41dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
8.736384785,-40dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
13.778789078,-38dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
13.792652709,-37dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
16.008728708,-32dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,8
16.048329973,-33dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,8
16.064688918,-34dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,8
21.92099692,-43dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
26.910398283,-44dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
31.791577328,-46dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
31.836214254,-45dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
40.196112175,-39dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
86.6720334,-46dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,8
88.284094356,-33dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,8
103.558789029,-37dBm,2.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,2,8
103.78015265,-33dBm,2.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,2,8
103.83927435,-38dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,8
104.579925383,-37dBm,12.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,12,8
104.769404902,-40dBm,12.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,12,8
105.073739996,-38dBm,24.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,24,8
105.321596814,-38dBm,36.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,36,8
105.830173452,-38dBm,48.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,48,8
106.990107731,-39dBm,54.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,54,8
107.49164487,-32dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,8
108.680848995,-34dBm,54.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,54,8
108.84270012,-33dBm,26.0_MBit/s_MCS_9_____,144.4_MBit/s_MCS_15_short_GI___,9,15,144.4,26,8
108.86515245,-37dBm,26.0_MBit/s_MCS_9_____,144.4_MBit/s_MCS_15_short_GI___,9,15,144.4,26,8
108.928357835,-32dBm,26.0_MBit/s_MCS_9_____,144.4_MBit/s_MCS_15_short_GI___,9,15,144.4,26,8
109.031550615,-32dBm,39.0_MBit/s_MCS_10_____,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,39,8
109.138314045,-33dBm,39.0_MBit/s_MCS_10_____,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,39,8
109.380507665,-32dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,8
109.662570888,-33dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,8
109.949722278,-33dBm,78.0_MBit/s_MCS_12_____,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,78,8
109.98004321,-33dBm,104.0_MBit/s_MCS_13_____,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,104,8
110.054262934,-33dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,8
110.056062022,-34dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,8
110.1948312,-34dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,8
110.322560872,-35dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,8
110.35645299,-33dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,8
110.863803323,-39dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
112.387881174,-45dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
112.447046767,-44dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
112.680201572,-46dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
119.826417166,-36dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
133.150459296,-32dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,8
134.061115555,-32dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,8
137.851796564,-34dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,8
138.422468529,-31dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,8
139.741173749,-33dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,8
139.757131024,-34dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,8
139.787821189,-32dBm,43.3_MBit/s_MCS_10_short_GI___,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,43.3,8
141.071501859,-31dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,8
142.322373735,-35dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,8
145.511813688,-32dBm,104.0_MBit/s_MCS_13_____,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,104,8
0,-28dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,32
0.032529564,-29dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,32
0.092318623,-28dBm,2.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,2,32
0.141084651,-28dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,32
0.147433239,-29dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,32
0.176486333,-44dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,32
0.19722301,-29dBm,11.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,11,32
0.199919293,-28dBm,11.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,11,32
0.266947861,-46dBm,12.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,12,32
0.2777293,-32dBm,12.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,12,32
0.357668526,-32dBm,18.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,18,32
0.39969315,-33dBm,24.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,24,32
0.40111415,-32dBm,24.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,24,32
0.435400734,-32dBm,36.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,36,32
0.460934977,-33dBm,36.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,36,32
0.487376021,-33dBm,48.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,48,32
0.517238695,-33dBm,54.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,54,32
0.56787192,-32dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,32
0.618253899,-33dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,32
0.637998075,-33dBm,39.0_MBit/s_MCS_4_____,144.4_MBit/s_MCS_15_short_GI___,4,15,144.4,39,32
0.697399904,-32dBm,52.0_MBit/s_MCS_5_____,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,52,32
0.720699342,-33dBm,52.0_MBit/s_MCS_5_____,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,52,32
0.774867367,-32dBm,39.0_MBit/s_MCS_4_____,144.4_MBit/s_MCS_15_short_GI___,4,15,144.4,39,32
1.238013918,-34dBm,39.0_MBit/s_MCS_4_____,144.4_MBit/s_MCS_15_short_GI___,4,15,144.4,39,32
1.239249223,-33dBm,39.0_MBit/s_MCS_10_____,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,39,32
1.247664553,-34dBm,39.0_MBit/s_MCS_10_____,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,39,32
1.251927716,-32dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,32
1.253584317,-34dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,32
1.258377834,-33dBm,52.0_MBit/s_MCS_11_____,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,52,32
1.260737456,-34dBm,78.0_MBit/s_MCS_12_____,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,78,32
1.275991993,-33dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,32
1.318155872,-33dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,32
1.32913084,-33dBm,57.8_MBit/s_MCS_5_short_GI___,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,57.8,32
1.338265618,-33dBm,65.0_MBit/s_MCS_6_short_GI___,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,65,32
1.343454795,-34dBm,65.0_MBit/s_MCS_6_short_GI___,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,65,32
1.347082378,-34dBm,57.8_MBit/s_MCS_5_short_GI___,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,57.8,32
1.375218774,-32dBm,57.8_MBit/s_MCS_5_short_GI___,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,57.8,32
1.500312445,-33dBm,43.3_MBit/s_MCS_4_short_GI___,144.4_MBit/s_MCS_15_short_GI___,4,15,144.4,43.3,32
1.503571671,-32dBm,43.3_MBit/s_MCS_4_short_GI___,144.4_MBit/s_MCS_15_short_GI___,4,15,144.4,43.3,32
2.735243245,-33dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.737701114,-35dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.739257956,-35dBm,57.8_MBit/s_MCS_5_short_GI___,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,57.8,32
2.776303541,-34dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.812137083,-37dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.841313579,-41dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.855768984,-44dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.928246512,-38dBm,72.2_MBit/s_MCS_7_short_GI___,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,72.2,32
2.956625336,-38dBm,65.0_MBit/s_MCS_6_short_GI___,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,65,32
2.964939787,-37dBm,65.0_MBit/s_MCS_6_short_GI___,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,65,32
3.024726143,-35dBm,65.0_MBit/s_MCS_6_short_GI___,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,65,32
3.381429765,-32dBm,65.0_MBit/s_MCS_6_short_GI___,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,65,32
4.513400462,-35dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,32
4.542654274,-32dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,32
4.54640216,-32dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,32
4.564010145,-33dBm,78.0_MBit/s_MCS_12_____,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,78,32
4.618450112,-34dBm,86.7_MBit/s_MCS_12_short_GI___,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,86.7,32
4.733742064,-33dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,32
4.772205635,-34dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,32
4.797077918,-32dBm,57.8_MBit/s_MCS_11_short_GI___,144.4_MBit/s_MCS_15_short_GI___,11,15,144.4,57.8,32
5.730335989,-34dBm,43.3_MBit/s_MCS_10_short_GI___,144.4_MBit/s_MCS_15_short_GI___,10,15,144.4,43.3,32
8.989316234,-34dBm,115.6_MBit/s_MCS_13_short_GI___,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,115.6,32
8.993766433,-34dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
9.012402282,-33dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
9.072088185,-33dBm,104.0_MBit/s_MCS_13_____,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,104,32
9.091523399,-34dBm,104.0_MBit/s_MCS_13_____,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,104,32
14.568011041,-34dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.57387186,-35dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.607976451,-38dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.624356791,-40dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.632560961,-41dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.648463959,-45dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.650358839,-44dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
14.658679695,-43dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
14.661996618,-44dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
15.708211497,-33dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
17.127364047,-37dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
17.158642367,-37dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
24.805135876,-35dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
30.17708722,-36dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
33.827041669,-43dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
33.911817705,-46dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
40.744826088,-39dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
60.055069615,-29dBm,144.4_MBit/s_MCS_15_short_GI___,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,144.4,32
85.180061361,-30dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,32
85.181803069,-40dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,32
86.433496468,-39dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,32
87.700367394,-38dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,32
107.509406024,-29dBm,2.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,2,32
109.250457761,-32dBm,9.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,9,32
110.488153471,-33dBm,18.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,18,32
112.01208626,-34dBm,48.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,48,32
112.044677363,-34dBm,54.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,54,32
112.072641571,-45dBm,54.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,54,32
112.183034908,-44dBm,54.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,54,32
112.184838256,-44dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,32
112.25643947,-34dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,32
112.326242877,-34dBm,52.0_MBit/s_MCS_5_____,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,52,32
112.378268548,-34dBm,58.5_MBit/s_MCS_6_____,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,58.5,32
112.389457282,-33dBm,58.5_MBit/s_MCS_6_____,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,58.5,32
112.624921944,-34dBm,65.0_MBit/s_MCS_7_____,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,65,32
112.751244176,-32dBm,78.0_MBit/s_MCS_12_____,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,78,32
112.948670041,-33dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,32
112.985793288,-33dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,32
112.992160877,-34dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,32
112.997079137,-35dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,32
115.019955818,-45dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
121.738660828,-40dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
132.803578393,-34dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,32
132.856840921,-33dBm,115.6_MBit/s_MCS_13_short_GI___,130.0_MBit/s_MCS_14_short_GI___,13,14,130,115.6,32
133.084644636,-33dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,32
133.096246303,-34dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.124994055,-35dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.1514541,-37dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.16604148,-40dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.186738089,-43dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.321726898,-38dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.415548322,-41dBm,144.4_MBit/s_MCS_15_short_GI___,130.0_MBit/s_MCS_14_short_GI___,15,14,130,144.4,32
133.541318214,-34dBm,130.0_MBit/s_MCS_14_short_GI___,130.0_MBit/s_MCS_14_short_GI___,14,14,130,130,32
137.032315189,-32dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
141.655012966,-38dBm,130.0_MBit/s_MCS_14_short_GI___,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,130,32
0,-37dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,4
1.063120606,-46dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,4
1.068273148,-47dBm,1.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,1,4
1.090768209,-47dBm,2.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,2,4
1.098285281,-46dBm,2.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,2,4
1.123574357,-44dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,4
1.139806107,-42dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,4
1.153431394,-41dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,4
1.156427111,-39dBm,5.5_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,5.5,4
1.177676139,-38dBm,11.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,11,4
1.180397665,-37dBm,11.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,11,4
1.192906035,-42dBm,12.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,12,4
1.201388081,-35dBm,12.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,12,4
1.21731848,-32dBm,11.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,11,4
1.220527843,-33dBm,11.0_MBit/s_______,144.4_MBit/s_MCS_15_short_GI___,,15,144.4,11,4
1.235629094,-36dBm,13.0_MBit/s_MCS_1_____,144.4_MBit/s_MCS_15_short_GI___,1,15,144.4,13,4
1.268939639,-37dBm,13.0_MBit/s_MCS_1_____,144.4_MBit/s_MCS_15_short_GI___,1,15,144.4,13,4
1.278873619,-37dBm,19.5_MBit/s_MCS_2_____,144.4_MBit/s_MCS_15_short_GI___,2,15,144.4,19.5,4
1.294792225,-37dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,4
1.302066055,-36dBm,26.0_MBit/s_MCS_3_____,144.4_MBit/s_MCS_15_short_GI___,3,15,144.4,26,4
1.331515294,-37dBm,39.0_MBit/s_MCS_4_____,144.4_MBit/s_MCS_15_short_GI___,4,15,144.4,39,4
1.337488357,-37dBm,52.0_MBit/s_MCS_5_____,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,52,4
1.375203557,-37dBm,58.5_MBit/s_MCS_6_____,144.4_MBit/s_MCS_15_short_GI___,6,15,144.4,58.5,4
1.393599297,-36dBm,52.0_MBit/s_MCS_5_____,144.4_MBit/s_MCS_15_short_GI___,5,15,144.4,52,4
1.404514641,-37dBm,65.0_MBit/s_MCS_7_____,144.4_MBit/s_MCS_15_short_GI___,7,15,144.4,65,4
1.41269766,-37dBm,78.0_MBit/s_MCS_12_____,144.4_MBit/s_MCS_15_short_GI___,12,15,144.4,78,4
1.431723411,-36dBm,104.0_MBit/s_MCS_13_____,144.4_MBit/s_MCS_15_short_GI___,13,15,144.4,104,4
1.441749808,-36dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,4
1.457126989,-37dBm,117.0_MBit/s_MCS_14_____,144.4_MBit/s_MCS_15_short_GI___,14,15,144.4,117,4
1.460678057,-37dBm,130.0_MBit/s_MCS_15_____,144.4_MBit/s_MCS_15_short_GI___,15,15,144.4,130,4
